Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value
"QC","Crops","5101","Eastern Africa","5419","Yield","661","Cocoa, beans","2013","2013","hg/ha","4944"
"QC","Crops","5101","Eastern Africa","5419","Yield","661","Cocoa, beans","2014","2014","hg/ha","4885"
"QC","Crops","5101","Eastern Africa","5419","Yield","661","Cocoa, beans","2015","2015","hg/ha","5077"
"QC","Crops","5101","Eastern Africa","5419","Yield","661","Cocoa, beans","2016","2016","hg/ha","4994"
"QC","Crops","5101","Eastern Africa","5419","Yield","661","Cocoa, beans","2017","2017","hg/ha","5077"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1961","1961","hg/ha","3706"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1962","1962","hg/ha","3595"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1963","1963","hg/ha","3701"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1964","1964","hg/ha","4157"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1965","1965","hg/ha","3619"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1966","1966","hg/ha","3698"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1967","1967","hg/ha","3788"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1968","1968","hg/ha","3802"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1969","1969","hg/ha","4591"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1970","1970","hg/ha","4473"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1971","1971","hg/ha","4357"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1972","1972","hg/ha","4486"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1973","1973","hg/ha","4741"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1974","1974","hg/ha","5002"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1975","1975","hg/ha","5043"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1976","1976","hg/ha","4747"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1977","1977","hg/ha","5178"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1978","1978","hg/ha","4702"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1979","1979","hg/ha","4607"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1980","1980","hg/ha","4990"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1981","1981","hg/ha","5057"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1982","1982","hg/ha","5251"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1983","1983","hg/ha","5304"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1984","1984","hg/ha","5620"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1985","1985","hg/ha","5470"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1986","1986","hg/ha","6066"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1987","1987","hg/ha","6107"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1988","1988","hg/ha","6094"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1989","1989","hg/ha","6034"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1990","1990","hg/ha","5548"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1991","1991","hg/ha","5697"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1992","1992","hg/ha","5429"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1993","1993","hg/ha","5252"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1994","1994","hg/ha","6198"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1995","1995","hg/ha","6047"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1996","1996","hg/ha","6900"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1997","1997","hg/ha","5949"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1998","1998","hg/ha","5758"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","1999","1999","hg/ha","6623"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2000","2000","hg/ha","6033"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2001","2001","hg/ha","5686"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2002","2002","hg/ha","6492"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2003","2003","hg/ha","4891"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2004","2004","hg/ha","5613"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2005","2005","hg/ha","5250"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2006","2006","hg/ha","5731"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2007","2007","hg/ha","5292"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2008","2008","hg/ha","5386"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2009","2009","hg/ha","5261"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2010","2010","hg/ha","5591"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2011","2011","hg/ha","6259"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2012","2012","hg/ha","5429"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2013","2013","hg/ha","5705"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2014","2014","hg/ha","5939"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2015","2015","hg/ha","5450"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2016","2016","hg/ha","5569"
"QC","Crops","5101","Eastern Africa","5419","Yield","656","Coffee, green","2017","2017","hg/ha","5682"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1961","1961","hg/ha","10055"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1962","1962","hg/ha","9971"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1963","1963","hg/ha","9574"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1964","1964","hg/ha","9780"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1965","1965","hg/ha","9523"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1966","1966","hg/ha","9703"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1967","1967","hg/ha","11411"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1968","1968","hg/ha","10117"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1969","1969","hg/ha","10846"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1970","1970","hg/ha","9587"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1971","1971","hg/ha","11695"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1972","1972","hg/ha","12406"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1973","1973","hg/ha","10679"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1974","1974","hg/ha","11542"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1975","1975","hg/ha","12521"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1976","1976","hg/ha","13976"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1977","1977","hg/ha","14230"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1978","1978","hg/ha","12965"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1979","1979","hg/ha","12937"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1980","1980","hg/ha","12567"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1981","1981","hg/ha","14205"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1982","1982","hg/ha","13594"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1983","1983","hg/ha","12597"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1984","1984","hg/ha","12105"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1985","1985","hg/ha","14137"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1986","1986","hg/ha","13839"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1987","1987","hg/ha","12384"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1988","1988","hg/ha","14935"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1989","1989","hg/ha","14591"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1990","1990","hg/ha","13531"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1991","1991","hg/ha","12681"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1992","1992","hg/ha","10035"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1993","1993","hg/ha","14839"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1994","1994","hg/ha","12369"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1995","1995","hg/ha","13444"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1996","1996","hg/ha","14888"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1997","1997","hg/ha","12699"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1998","1998","hg/ha","13008"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","1999","1999","hg/ha","15405"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2000","2000","hg/ha","14803"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2001","2001","hg/ha","15606"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2002","2002","hg/ha","14097"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2003","2003","hg/ha","11735"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2004","2004","hg/ha","14054"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2005","2005","hg/ha","11492"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2006","2006","hg/ha","14780"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2007","2007","hg/ha","15250"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2008","2008","hg/ha","13563"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2009","2009","hg/ha","15027"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2010","2010","hg/ha","17926"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2011","2011","hg/ha","17879"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2012","2012","hg/ha","18102"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2013","2013","hg/ha","17406"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2014","2014","hg/ha","19438"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2015","2015","hg/ha","18828"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2016","2016","hg/ha","17434"
"QC","Crops","5101","Eastern Africa","5419","Yield","56","Maize","2017","2017","hg/ha","18528"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1961","1961","hg/ha","66246"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1962","1962","hg/ha","65652"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1963","1963","hg/ha","62103"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1964","1964","hg/ha","65003"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1965","1965","hg/ha","66020"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1966","1966","hg/ha","69830"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1967","1967","hg/ha","69933"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1968","1968","hg/ha","66273"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1969","1969","hg/ha","70005"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1970","1970","hg/ha","68608"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1971","1971","hg/ha","66979"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1972","1972","hg/ha","67045"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1973","1973","hg/ha","66079"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1974","1974","hg/ha","63900"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1975","1975","hg/ha","64937"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1976","1976","hg/ha","64353"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1977","1977","hg/ha","67702"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1978","1978","hg/ha","67792"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1979","1979","hg/ha","65641"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1980","1980","hg/ha","61276"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1981","1981","hg/ha","61894"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1982","1982","hg/ha","65418"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1983","1983","hg/ha","63726"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1984","1984","hg/ha","59418"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1985","1985","hg/ha","66141"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1986","1986","hg/ha","66554"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1987","1987","hg/ha","68734"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1988","1988","hg/ha","67687"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1989","1989","hg/ha","74859"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1990","1990","hg/ha","76946"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1991","1991","hg/ha","76639"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1992","1992","hg/ha","77175"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1993","1993","hg/ha","79240"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1994","1994","hg/ha","79136"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1995","1995","hg/ha","74870"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1996","1996","hg/ha","72323"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1997","1997","hg/ha","73617"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1998","1998","hg/ha","80399"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","1999","1999","hg/ha","86890"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2000","2000","hg/ha","84611"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2001","2001","hg/ha","97539"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2002","2002","hg/ha","87427"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2003","2003","hg/ha","92056"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2004","2004","hg/ha","89650"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2005","2005","hg/ha","98404"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2006","2006","hg/ha","105907"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2007","2007","hg/ha","107253"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2008","2008","hg/ha","116827"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2009","2009","hg/ha","110739"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2010","2010","hg/ha","130495"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2011","2011","hg/ha","117439"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2012","2012","hg/ha","131088"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2013","2013","hg/ha","126974"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2014","2014","hg/ha","111845"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2015","2015","hg/ha","113855"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2016","2016","hg/ha","94141"
"QC","Crops","5101","Eastern Africa","5419","Yield","116","Potatoes","2017","2017","hg/ha","95471"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1961","1961","hg/ha","17221"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1962","1962","hg/ha","17340"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1963","1963","hg/ha","17817"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1964","1964","hg/ha","18372"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1965","1965","hg/ha","18083"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1966","1966","hg/ha","15526"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1967","1967","hg/ha","16208"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1968","1968","hg/ha","16305"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1969","1969","hg/ha","17314"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1970","1970","hg/ha","17621"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1971","1971","hg/ha","17418"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1972","1972","hg/ha","17459"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1973","1973","hg/ha","18527"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1974","1974","hg/ha","17986"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1975","1975","hg/ha","17304"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1976","1976","hg/ha","17461"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1977","1977","hg/ha","16522"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1978","1978","hg/ha","16142"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1979","1979","hg/ha","15675"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1980","1980","hg/ha","16080"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1981","1981","hg/ha","14857"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1982","1982","hg/ha","15171"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1983","1983","hg/ha","17087"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1984","1984","hg/ha","16797"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1985","1985","hg/ha","17736"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1986","1986","hg/ha","18378"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1987","1987","hg/ha","18699"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1988","1988","hg/ha","18351"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1989","1989","hg/ha","19514"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1990","1990","hg/ha","19487"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1991","1991","hg/ha","18756"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1992","1992","hg/ha","18021"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1993","1993","hg/ha","19225"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1994","1994","hg/ha","18969"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1995","1995","hg/ha","18900"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1996","1996","hg/ha","19125"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1997","1997","hg/ha","18436"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1998","1998","hg/ha","17145"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","1999","1999","hg/ha","19586"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","2000","2000","hg/ha","18984"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","2001","2001","hg/ha","20486"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","2002","2002","hg/ha","17549"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","2003","2003","hg/ha","20349"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","2004","2004","hg/ha","21148"
"QC","Crops","5101","Eastern Africa","5419","Yield","27","Rice, paddy","2005","2005","hg/ha","20237"
